overall,reviewText,summary
5.0,"I bought this game thinking it would be pretty cool and that i might play it for a  week or two and be done.  Boy was I wrong! From the moment I finally got the gamed Fired up (the other commentors on this are right, it takes forever and u are forced to create an account) I watched as it booted up I could tell right off the bat that ALOT of thought went into making this game. If you have ever played Sim city, then this game is a must try as you will easily navigate thru it and its multi layers. I have been playing htis now for a month straight, and I am STILL discovering layers of complexity in the game. There are a few things in the game that could used tweaked, but all in all this is a 5 star game.",A very good game balance of skill with depth of choices
5.0,"Item arrived on time, was just as described and worked well.  Five Stars!!!",Five Stars
1.0,Units were barely used when they no longer worked.  It appeared they couldn't hold up to kids using them more than a few times.  Too much time went by to raise the issue with supplier.  I don't recommend.  Just spend the extra money for the OEM units.,Don't recommend
5.0,it has improved from the last entry - I like it.,Five Stars
4.0,was a gift.,Four Stars
5.0,Excellent condition I really like it!,Five Stars
5.0,"I love Thief and all it's darkness both in character and story.  I suggest you play Thief as it was designed to appreciate the in depth effort in this detailed world of Thief.  Patience is the norm and learning the controls once mastered improves game play greatly.  Darkness and stealth is your Allie.  Light and head to head is your demise.
Remember you are a Thief!  Use your skills to your advantage!  Thief is a climbing, jumping, pickpocket, lock picking and knockout character.  Using your bow is frequent.  Arrows for extinguishing light, choking adversaries, knocking people out, setting fires, launching rope climbs, distractions, explosions, or killing.  Choose Focus (abilities with mechanical eye to see key items) skills wisely to give you abilities to take advantage of your environment. Ie. locate treasure more easily.

This world is vast and rich with treasure.  The storyline is intriguing and there are many side jobs to play.  The saving system is very limited to current event until completed the you can either replay or more to a location previously played to replay.  (Note: the replay is a way to improve your Thief techniques and wealth). also Thief has a grading system  pie chart score to evaluate your skills of; Ghost (undetectable), Opportunist (adjusts to situation) or Predator (no mercy).
There is much to Thief and I love this game!",Garrett is back with a vengeance!
5.0,good,Five Stars
5.0,Perfect,Five Stars
4.0,good game,good game
5.0,Excellent product. Works great.,Great quality.
5.0,Great package and fast delivery!,Five Stars
3.0,have not tried it yet but it looks ok,Three Stars
1.0,The screen no longer turns on and I had this for less than a Year!!!!,Bad Product!
5.0,tank,Five Stars
5.0,Thanks the PSP works great and is fun to play.,Five Stars
5.0,Love the sims. tI am still playing with this it came fast and very pleased with it.  Awesome!!! Happy and Glad!,Very happy!
5.0,present,Five Stars
5.0,Works great and I am very happy with this purchase.,Five Stars
5.0,"No matter how old this gets, the graphics always look pristine. It's pretty much the father of all (good) RTS games. If you want to buy a starcraft, but this and brood war, not the second edition garbage. Must have for a pc gamer!",Get this.
5.0,"Let me get this off my chest: I've seen the PS2 games before but never played them. That being said, Thieves In Time is one of my favorite Vita games I have.

The game uses stealth, thievery, and platforming at its core, and is so much fun to go around in the open worlds and pickpocket enemies while sneaking up behind then stealth attacking them (after all this time, I'm still i Japan doing this, already collected the first set of clue bottles and opened the first safe). The open worlds are fantastic and are my favorite parts in video games. Japan itself looks amazing, from the hideout all the way to the end of this area. I just love it.

In short, great graphics, great controls, awesome game. 5/5.",One of the Best Vita Games
